,show_filename_prefix,episode_filename_prefix,Podcast_name,Episode_name,Dominant_topic,Percent,Processed_text,Keywords,Duration of the episode,Publisher of the show,Description of the episode,rss_link
21,show_6DH54UAFtw3sNvblyRvbVd,2JU0P7mInp0TgplsQXxDyt,Black Dawgs Sports Podcast,"From The Dawgs Mouth Ft. Josh ""The Bowling Ball"" Robinson",5,0.47999998927116394,,defense football game league mean play player season state team,45.27578333333334,Black Dawgs,"Today's interview will feature Josh Robinson aka The Bowling Ball. The guys talk him about his recruitment to MSU, the magical 2014 season that saw MSU become the first #1 ranked team in the College Football Playoff poll, his opinion of former MSU coach, and  how much he still has left to give the game of football. You won't want to miss this chat with an MSU legend!!! ",https://anchor.fm/s/b7c58e8/podcast/rss
22,show_6DH54UAFtw3sNvblyRvbVd,4Dh5TXyPaN1K2Evu6CwCcF,Black Dawgs Sports Podcast,From The Dawg's Mouth featuring former MSU DL Quinton Wesley,1,0.5479999780654907,,different head love mean money person place real sure thank,22.04345,Black Dawgs,"Today we got a chance to catch up with former MSU defensive lineman Quinton Wesley. We all know about the circumstances in which he left the program so we didn't cover that. However, we did speak to him about how that incident shaped him into the man that he is today. He also talks about the relationship he's built with the current MSU coaching staff. Plus, He also tells us what we have in MSU commit Jo'Quavious Marks and why he believe Joe Moorhead will succeed at MSU. You're not gonna wanna miss this!!! ",https://anchor.fm/s/b7c58e8/podcast/rss
23,show_6DH54UAFtw3sNvblyRvbVd,4MX5YHNxNIJurtwaYb5bjL,Black Dawgs Sports Podcast,Season 2 Episode 15: Fight!!! Shrader vs Willie Gay/Men BB vs NMSU 🤦🏿‍♂️/ Women's Basketball/Music City Bowl Preview,5,0.5040000081062317,,defense football game league mean play player season state team,58.601333333333336,Black Dawgs,Facebook.com/blkdawgspodcast | Instagram.com/blkdawgspodcast | Twitter.com/blkdawgspodcast  Today we start off with the big news about a now-confirmed fight between QB Garrett Shrader and LB Willie Gay. (Unfortunately this was recorded before we knew he's miss the bowl game). When then talk about the men's basketball team's loss to New Mexico State this past sunday and Rickea Jackson finally getting it going with the girl's team. We also preview the Music City Bowl between ourselves and Louisville who we've own in just about every sport ever for the last few years. We'll finish off with a very tongue in cheek response to the black eye situation from Garrett Shrader (not really) in the outro. ,https://anchor.fm/s/b7c58e8/podcast/rss
24,show_6DH54UAFtw3sNvblyRvbVd,7JbCfN0jwqYHlSp2vugdu9,Black Dawgs Sports Podcast,"ULL Reaction- Rating Tommy Stevens performance, Will we miss KT, Defensive letdown, how'd the team look overall?",5,0.5910000205039978,,defense football game league mean play player season state team,57.28825,Black Dawgs,"This isn't a formal episode but it's a quick reaction to the game. It's been put out with minimal editing and no music this time (sorry if you only sign up for the music! We'll be discussing how the team looked overall, how Tommy Stevens looked as the starter and if we can make it through the season with the defense as is. ",https://anchor.fm/s/b7c58e8/podcast/rss
25,show_6DH54UAFtw3sNvblyRvbVd,7tLSaqzcniFo3PGvzWmgSg,Black Dawgs Sports Podcast,"Episode 10- DL position preview, Should the Cowboys pay Dak? MSU becoming the next Last Chance U? Ft. Former MSU DB Eugene Liger",5,0.6629999876022339,,defense football game league mean play player season state team,66.42761666666667,Black Dawgs,"We start this episode discussing the Defensive Line position and how good they will be considering we lost 3 current NFL players at the position last season. Then we turn our attention to former Mississippi State QB Dak Prescott and if he's earned a big contract with the Dallas Cowboys, along with Chris Carter's comments that he can't lead them to a Super Bowl. After a news break we discuss if MSU is becoming the next Last Chance U with the large number of JUCO players we've recruited over the couple seasons. More importantly, is this a good thing or a bad one? We've also brought plenty of sources this week!!! ",https://anchor.fm/s/b7c58e8/podcast/rss
26,show_28OXpn7ILkpdEf442YcHP7,3DhS8KqmtPtmcfQmgFBqOf,COMBAT SPORTS FINEST,1. Khabib the eagle or GOAT,1,0.6370000243186951,,different head love mean money person place real sure thank,30.18091666666667,Nino Tini Jr (COMBAT SPORTS FINEST),On this episode of COMBAT SPORTS FINEST I recap Saturday’s event in Abu Dhabi and talk about what I believe could be next for some of the winners and losers! I briefly discuss Bellators main event upset and also I talk about a few of the upcoming events the UFC has heading our way! ,https://anchor.fm/s/cde5dd0/podcast/rss
27,show_33rM3EvyUQV2JoBSQ59vh5,1RijRh99iXr645hqwVofwy,Canberra MMA,Brain Injury and Mixed Martial Arts,1,0.878000020980835,,different head love mean money person place real sure thank,74.91686666666666,Jon Schwartz,"Jon Schwartz and Ryan Gillett discuss brain injury, mixed martial arts, and the difficult things people do for this sport they love. This conversation is for anyone new or old to the sport. It covers many of the topics that people don't talk about, but definitely should! If you'd like to donate: Donate to Sy here: https://au.gofundme.com/f/help-get-sy-home Or if this is closed donate to the brain trauma foundation: https://www.braintrauma.org/donate ",https://anchor.fm/s/f479d0c/podcast/rss
28,show_33rM3EvyUQV2JoBSQ59vh5,5eHaSpsXkwlYmtheiP3Dsv,Canberra MMA,"Jiujitsu, Philosophy, and the old days of the Renzo Gracie Academy with Christian Barry",1,0.8579999804496765,,different head love mean money person place real sure thank,65.1811,Jon Schwartz,"Jon speaks to Canberra local Christian Barry -  Jiujistu Black belt, philosopher, professor, and one of the original members of the famous Renzo Gracie Academy in New York.  We discuss Christian's martial arts story, his work in the field of philosophy, and he shares some stories about the old days training with the likes of Renzo Gracie, John Danaher and Matt Serra.  Hosted by Jon Schwartz Website: http://cbrmma.com.au  Facebook:  https://facebook.com/canberraMMA  Instagram: https://instagram.com/cbrmma  YouTube: https://www.youtube.com/channel/UCZHnhVnoTNFEA2yRO1IbFmg ",https://anchor.fm/s/f479d0c/podcast/rss
29,show_4J63lf9mcP2nEn7ejey22s,06lwHhyX6SVikT46E2SHa9,Community Sports Media Services ,Episode 41 - Monday 9th September (GRSN Nightly Bulletin),5,0.4410000145435333,,defense football game league mean play player season state team,10.703416666666667,Community Sports Media Service,"IN TONIGHT'S EPISODE #41... 1 – THE 2019 home and away season is over as the top four teams in each division gear up for the local finals series in the Geelong Region leagues... 2 – FIND out about the North Geelong Warrior sharpshooter who is the next big rising star on the local front, after taking out the NPL U20s Golden Boot for season 2019… 3 – BREAKWATER Eagles has landed a major coaching coup, signing an ex-NPL level coach as head Senior Men’s coach for next season… 4 – LAST night, a talented local youngster flew out of Melbourne’s Tullamarine Airport bound for Europe - on a (soccer) trip of a lifetime to train with a Euro Champions’ League club… 5 – AND FINALLY, we can announce who the focus club is for tomorrow night’s episode of the Geelong Region Soccer Show on FNR Football Nation Radio… ",https://anchor.fm/s/52597e8/podcast/rss
30,show_4J63lf9mcP2nEn7ejey22s,42Uc1G7ZemPu90j4ubVwUB,Community Sports Media Services ,Episode 23 - Wednesday 14th August (GRSN Nightly Bulletin),0,0.42399999499320984,,basketball card coach game high number player price school sport,7.324916666666668,Community Sports Media Service,"IN TONIGHT'S EPISODE.... 1 – THE FALLOUT from the sudden departure of Geelong SC coach Dom Barba continues with Galaxy United weighing into the appointment of his replacement. And the end result is a rather stunning outcome for the WNPL club, that no one expected! We’ll tell you more shortly…. 2 – WESTERN United has today released its membership packages for its inaugural A-League season and we’ll tell you what they contain…. 3 – BELL Park will open its newly renovated clubrooms at the Bell Park Sports Club, later this month… 4 – AND FINALLY, the popular ‘Soccer Mums’ program is coming to Leisuretime Sports Precinct for a 5 week season on Friday mornings, commencing as of the 23rd of August! TONIGHT'S EPISODE SPONSORED BY WSM - WESTERN SHEETMETAL ",https://anchor.fm/s/52597e8/podcast/rss
31,show_4J63lf9mcP2nEn7ejey22s,6cUYaQGf2QahpHRaj6aQ2D,Community Sports Media Services ,Episode 35 - Friday 30th August (GRSN Nightly Bulletin),5,0.39100000262260437,,defense football game league mean play player season state team,10.012833333333333,Community Sports Media Service,"IN TONIGHT'S EPISODE #35... 1 – ONE OF Geelong's ’s newest football clubs is sadly about to be wound up. We'll tell you which club is going under... 2 – LAST Saturday evening, the Barwon Soccer Club invited its past juniors who are currently playing or have played in the NPL Juniors competitions, to come and watch the State League team in action at Grovedale Reserve… 3 – NORTH Geelong Warriors are inviting the Football family from the Geelong Region to come along and be part of the pre-season preparation of Western United FC in its pre-season hit-out against the Warriors next Tuesday night in Melbourne. 4 – AND FINALLY, Barwon SC could be crowned Geelong Region Men’s Division 1 league champions this weekend - without kicking a single ball. TONIGHT'S EPISODE SPONSORED BY ELEPHANT AND CASTLE HOTEL and MARIO GREGORIO ",https://anchor.fm/s/52597e8/podcast/rss
32,show_4TFGEw6msnhyIW7YQIMYb7,0UWZHN7sPRSl9F2KIq0LTs,Cookin’ Up Sports with Gage Bowles,"NBA Free Agency, Brooklyn, and Toronto ",5,0.9390000104904175,,defense football game league mean play player season state team,42.00103333333333,Gage Bowles,Co-hosts today! ,https://anchor.fm/s/b5f0900/podcast/rss
33,show_4TFGEw6msnhyIW7YQIMYb7,4dONxbCbp4eOKl0KdT47Gg,Cookin’ Up Sports with Gage Bowles,"MLB All-Star Game, Best Team Assembled, Free Agency, and the G.O.A.T",5,0.8690000176429749,,defense football game league mean play player season state team,47.2352,Gage Bowles,Today I have a bunch of special guests to discuss lots of things today. ,https://anchor.fm/s/b5f0900/podcast/rss
34,show_0Vvr3u8ny53W7ReT65kZFj,4v0iWQnicd7Z2HL7fvay7J,Daley Sports Talk ,Episode 1: intro into the podcast and NBA Talk!! ,5,0.9340000152587891,,defense football game league mean play player season state team,28.66193333333333,Dale Daniel,In this episode i will be introducing the podcast! Thanks for the support! Also will be talking about the NBA Finals and predicting my winner. You will hear my top 10 NBA player and then after that my take on my New York Knicks! Thanks for joining! Follow my instagram page for more @daleysportstalk ,https://anchor.fm/s/b98c8fc/podcast/rss
35,show_5XbpNRzmwrju38buc3pGOt,17ejazJXWati9wsJk9H3dX,Dangerous Sports Talk,Patriots Spying AGAIN? 🙄,5,0.7620000243186951,,defense football game league mean play player season state team,5.871166666666666,BeaMode1990,The New England Patriots doing what they do best. Gaining an advantage by spying on a future opponent.  ---   Support this podcast: https://anchor.fm/beadangerous/support,https://anchor.fm/s/7f7b6cc/podcast/rss
36,show_5XbpNRzmwrju38buc3pGOt,3vfqQcAPNxedSpoUrWGkKS,Dangerous Sports Talk,The End Of The Browns/Steelers Game,0,0.39500001072883606,,basketball card coach game high number player price school sport,3.6923666666666666,BeaMode1990,My thoughts on what happened after the game.  ---   Support this podcast: https://anchor.fm/beadangerous/support,https://anchor.fm/s/7f7b6cc/podcast/rss
37,show_5XbpNRzmwrju38buc3pGOt,50FyLBqL1Z9QA3j8EjMfat,Dangerous Sports Talk,The Lakers are 17-2. 😱,5,0.7260000109672546,,defense football game league mean play player season state team,5.997716666666666,BeaMode1990,Self explanitory.  ---   Support this podcast: https://anchor.fm/beadangerous/support,https://anchor.fm/s/7f7b6cc/podcast/rss
38,show_5XbpNRzmwrju38buc3pGOt,5e5rkJHzy1YCya84THkGYo,Dangerous Sports Talk,Carmelo Anthony's Return!,5,0.9919999837875366,,defense football game league mean play player season state team,3.49925,BeaMode1990,My view on Carmelo Anthony's much anticipated return to the NBA.  ---   Support this podcast: https://anchor.fm/beadangerous/support,https://anchor.fm/s/7f7b6cc/podcast/rss
39,show_0KUOlCS7qjKpQ7tov5eTO7,06IEi7u41FLeNt8ANJq7gz,Don't Touch My Sports,Episode 4: SPECIAL GUEST Hunter Kinder talks UFC! Ryan and Jerry go 2-0 on Championship Weekend!,5,0.7049999833106995,,defense football game league mean play player season state team,68.1676,Ryan and Jerry,We recap two blowouts in the Championship Weekend. Hunter Kinder talks the Weekend's quick finish in UFC 246 and other notable news in the NFL.   ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app ,https://anchor.fm/s/12740b14/podcast/rss
40,show_0KUOlCS7qjKpQ7tov5eTO7,2DWYuKpPEcBGB0ExLwDgl9,Don't Touch My Sports,Episode 3: Chiefs and Niners to the Superbowl? JERRY LOSES MONEY?!,5,0.7630000114440918,,defense football game league mean play player season state team,63.60598333333333,Ryan and Jerry,Can the Titans keep the train rolling against the BUZZSAW KC Chiefs? Are the Packers capable of not looking ugly this season? How much money is Jerry going to lose on the bets he made this weekend? Tune in to find out! ,https://anchor.fm/s/12740b14/podcast/rss
41,show_7IwiW9g2IkYksxlFFUr5qW,5wZQfVmZ8dLNInVpm1FrYh,Everything Clemson Sports Podcast with Jeff Browder,Episode 003 Everything Clemson Sports with Jeff Browder,5,0.4819999933242798,,defense football game league mean play player season state team,48.97205,Jeff Browder,"Top 20 moments I've witnessed at Death Valley, ACC Network info, Xavier Thomas, and the Clemson-Georgia Tech Line ",https://anchor.fm/s/d0b8b70/podcast/rss
42,show_0OrrLuR5inDXtPneKRKlwv,0A2xwMoDNIlwkJGsaFq68I,Everything DFS Sports,Week 5 DFS Breakdown ,5,0.5139999985694885,,defense football game league mean play player season state team,60.73836666666666,SlabOf Meatloaf,"Come join my Facebook page! At: https://www.facebook.com/groups/1569685589823075/                                  Make sure to reach out to me if your interested in my premium page where all my customized charts, player pools, and lineups are!  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  Support this podcast: https://anchor.fm/slabof-meatloaf/support",https://anchor.fm/s/d22a774/podcast/rss
43,show_0OrrLuR5inDXtPneKRKlwv,0JfNSRgI0RkwnuDjjwGnF7,Everything DFS Sports,Week 1 Lineup Construction Including Showdown ,0,0.5910000205039978,,basketball card coach game high number player price school sport,31.40228333333333,SlabOf Meatloaf,"If you are interested in joining my team please send me an email at mikealby1524@gmail.com. It's $50 for the entire season, and if you refer a friend you get 50% off. My facebook group is called the DFS Shark Hunters https://www.facebook.com/groups/1569685589823075/  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  Support this podcast: https://anchor.fm/slabof-meatloaf/support",https://anchor.fm/s/d22a774/podcast/rss
44,show_0OrrLuR5inDXtPneKRKlwv,35RKoGxOcsb7JRNSgly1Ye,Everything DFS Sports,DFS Week 4 Breakdown,5,0.5630000233650208,,defense football game league mean play player season state team,56.33818333333333,SlabOf Meatloaf,"Join my facebook group: https://www.facebook.com/groups/638515216675998/                                         Or email me at mikealby1524@gmail.com.                            If your interested in my premium page its $50 for the entire NFL season. Which includes NCAA and NFL customized charts, player pools, and lineups for every single slate and showdown.   ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  Support this podcast: https://anchor.fm/slabof-meatloaf/support",https://anchor.fm/s/d22a774/podcast/rss
45,show_0OrrLuR5inDXtPneKRKlwv,3v6Q8MfDn3kUkqPo7E0y7y,Everything DFS Sports,Week 2 NFL First Look,5,0.5580000281333923,,defense football game league mean play player season state team,52.6706,SlabOf Meatloaf,Find me on my Facebook page called DFS Shark Hunters https://www.facebook.com/groups/638515216675998/                                         Also you can email me at mikealby1524@gmail.com                            I only charge a 1 time fee of $50 for the entire NFL season. Includes NCAA football as well!  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  Support this podcast: https://anchor.fm/slabof-meatloaf/support,https://anchor.fm/s/d22a774/podcast/rss
46,show_0OrrLuR5inDXtPneKRKlwv,5w9JU2wjbGlZm8LaaXKI6r,Everything DFS Sports,Week 3 DFS Breakdown ,5,0.5210000276565552,,defense football game league mean play player season state team,60.79448333333333,SlabOf Meatloaf,Join my Facebook group https://www.facebook.com/groups/1569685589823075/ I have my updated customized chart and player pools for every single slate. And that includes NCAA which we have been smashing!  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  Support this podcast: https://anchor.fm/slabof-meatloaf/support,https://anchor.fm/s/d22a774/podcast/rss
47,show_0OrrLuR5inDXtPneKRKlwv,5zVqfscmQqX7aGPHOwLJ6a,Everything DFS Sports,Week 7 NFL DFS Breakdown ,5,0.5230000019073486,,defense football game league mean play player season state team,40.894216666666665,SlabOf Meatloaf,Come join my Facebook page! It's called DFS Shark Hunters.  ---   This episode is sponsored by  · Anchor: The easiest way to make a podcast.  https://anchor.fm/app  Support this podcast: https://anchor.fm/slabof-meatloaf/support,https://anchor.fm/s/d22a774/podcast/rss
